id,articleID,userID,readDate
1649139,26792,14602,2021-10-22 20:58:09
1649140,26907,14602,2021-10-22 20:58:09
1649141,26969,14602,2021-10-22 20:58:09
1649142,26589,14602,2021-10-22 20:58:09
1649143,26915,14602,2021-10-22 20:58:09
1649144,26575,14602,2021-10-22 20:58:09
1649145,26692,14602,2021-10-22 20:58:09
1649146,27020,14602,2021-10-22 21:02:38
1649147,26531,14602,2021-10-22 21:02:38
1649148,27015,14602,2021-10-22 21:02:38
1649149,26795,14602,2021-10-22 21:02:38
1649150,26776,14602,2021-10-22 21:02:38
1649151,26197,14602,2021-10-22 21:02:38
1649152,26787,14602,2021-10-22 21:02:38
1649153,26796,14602,2021-10-22 21:02:38
1649154,26532,14602,2021-10-22 21:02:38
1649155,26191,14602,2021-10-22 21:02:38
1649156,26752,14602,2021-10-22 21:02:38
1649157,26763,14602,2021-10-22 21:02:38
1649158,26748,14602,2021-10-22 21:02:38
1649159,26761,14602,2021-10-22 21:02:38
1649160,26902,14602,2021-10-22 21:02:38
1649161,26794,14602,2021-10-22 21:02:38
1649162,27000,14602,2021-10-22 21:02:38
1649163,26793,14602,2021-10-22 21:02:38
1649164,26194,14602,2021-10-22 21:02:38
1649165,26759,14602,2021-10-22 21:06:16
1649166,26757,14602,2021-10-22 21:06:16
1649167,26772,14602,2021-10-22 21:06:16
1649168,26517,14602,2021-10-22 21:06:16
1649169,26769,14602,2021-10-22 21:06:16
1649170,26775,14602,2021-10-22 21:06:16
1649171,26739,14602,2021-10-22 21:06:16
1649172,26507,14602,2021-10-22 21:06:16
1649173,26727,14602,2021-10-22 21:06:16
1649174,26530,14602,2021-10-22 21:06:16
1649175,26549,14602,2021-10-22 21:06:16
1649176,26732,14602,2021-10-22 21:06:16
1649177,26771,14602,2021-10-22 21:06:16
1649178,26488,14602,2021-10-22 21:06:16
1649179,26740,14602,2021-10-22 21:06:16
1649180,26198,14602,2021-10-22 21:06:16
1649181,26749,14602,2021-10-22 21:06:16
1649182,26745,14602,2021-10-22 21:06:16
1649183,26767,14602,2021-10-22 21:13:11
1649184,26778,14602,2021-10-22 21:13:11
1649185,26797,14602,2021-10-22 21:13:11
1649186,26709,14602,2021-10-22 21:13:11
1649187,26737,14602,2021-10-22 21:13:11
1649188,26508,14602,2021-10-22 21:13:11
1649189,26509,14602,2021-10-22 21:13:11
1649190,26746,14602,2021-10-22 21:13:11
1649191,26723,14602,2021-10-22 21:13:11
1649192,26718,14602,2021-10-22 21:13:11
1649193,26722,14602,2021-10-22 21:13:11
1649194,26770,14602,2021-10-22 21:13:11
1649195,26476,14602,2021-10-22 21:13:11
1649196,26712,14602,2021-10-22 21:13:11
1649197,26729,14602,2021-10-22 21:13:11
1649198,26719,14602,2021-10-22 21:13:11
1649199,26726,14602,2021-10-22 21:13:11
1649200,26189,14602,2021-10-22 21:13:11
1649205,26959,18276,2021-10-22 22:02:00
1649206,26813,18276,2021-10-22 22:02:00
1649207,26953,18276,2021-10-22 22:02:00
1649211,26919,85,2021-10-22 22:08:39
1649212,26907,85,2021-10-22 22:08:39
1649213,26914,85,2021-10-22 22:08:39
1649214,26911,85,2021-10-22 22:08:39
1649215,27005,85,2021-10-22 22:10:45
1649216,27011,85,2021-10-22 22:10:45
1649217,27014,85,2021-10-22 22:10:45
1649218,27032,85,2021-10-22 22:10:45
1649219,70,85,2021-10-22 22:10:45
1649220,27030,85,2021-10-22 22:10:45
1649221,26982,85,2021-10-22 22:10:45
1649222,26944,85,2021-10-22 22:10:45
1649223,26963,85,2021-10-22 22:10:45
1649224,81,85,2021-10-22 22:10:45
1649225,27016,85,2021-10-22 22:10:45
1649226,27009,85,2021-10-22 22:10:45
1649227,27029,85,2021-10-22 22:10:45
1649228,27031,85,2021-10-22 22:10:45
1649229,27,85,2021-10-22 22:10:45
1649230,26971,85,2021-10-22 22:10:45
1649231,27027,85,2021-10-22 22:10:45
1649232,26960,85,2021-10-22 22:10:45
1649233,27028,85,2021-10-22 22:10:45
1649234,26908,85,2021-10-22 22:10:45
1649235,27007,85,2021-10-22 22:10:45
1649236,27013,85,2021-10-22 22:10:45
1649237,26983,85,2021-10-22 22:16:47
1649238,27010,85,2021-10-22 22:16:47
1649239,27023,85,2021-10-22 22:16:47
1649240,26814,85,2021-10-22 22:16:47
1649241,26992,85,2021-10-22 22:16:47
1649242,27006,85,2021-10-22 22:16:47
1649243,27015,85,2021-10-22 22:16:47
1649244,27012,85,2021-10-22 22:16:47
1649245,26950,85,2021-10-22 22:16:47
1649246,26972,85,2021-10-22 22:16:47
1649247,27020,85,2021-10-22 22:16:47
1649248,27019,85,2021-10-22 22:16:47
1649249,26826,85,2021-10-22 22:16:47
1649250,26993,85,2021-10-22 22:16:47
1649251,26900,85,2021-10-22 22:16:47
1649252,26967,85,2021-10-22 22:16:47
1649253,26869,85,2021-10-22 22:16:47
1649254,26813,85,2021-10-22 22:16:47
1649255,26991,85,2021-10-22 22:16:47
1649256,27017,85,2021-10-22 22:21:27
1649257,26965,85,2021-10-22 22:21:27
1649258,26997,85,2021-10-22 22:21:27
1649259,26985,85,2021-10-22 22:21:27
1649260,27000,85,2021-10-22 22:21:27
1649261,26800,85,2021-10-22 22:21:27
1649262,27002,85,2021-10-22 22:21:27
1649263,26979,85,2021-10-22 22:21:27
1649264,26868,85,2021-10-22 22:21:27
1649265,26989,85,2021-10-22 22:21:27
1649266,27004,85,2021-10-22 22:21:27
1649267,26977,85,2021-10-22 22:21:27
1649268,26465,85,2021-10-22 22:21:27
1649269,26801,85,2021-10-22 22:21:27
1649270,26974,85,2021-10-22 22:21:27
1649271,26976,85,2021-10-22 22:21:27
1649272,26948,85,2021-10-22 22:21:27
1649273,27001,85,2021-10-22 22:21:27
1649274,26990,85,2021-10-22 22:21:27
1649275,26734,85,2021-10-22 22:23:57
1649276,26581,85,2021-10-22 22:23:57
1649277,26765,85,2021-10-22 22:23:57
1649278,26987,85,2021-10-22 22:23:57
1649279,26969,85,2021-10-22 22:23:57
1649280,26497,85,2021-10-22 22:23:57
1649281,26955,85,2021-10-22 22:23:57
1649282,26981,85,2021-10-22 22:23:57
1649283,26916,85,2021-10-22 22:23:57
1649284,26959,85,2021-10-22 22:23:57
1649285,26521,85,2021-10-22 22:23:57
1649286,26862,85,2021-10-22 22:23:57
1649287,26949,85,2021-10-22 22:23:57
1649288,26970,85,2021-10-22 22:23:57
1649289,26966,85,2021-10-22 22:23:57
1649290,26957,85,2021-10-22 22:23:57
1649291,26958,85,2021-10-22 22:23:57
1649292,26898,85,2021-10-22 22:23:57
1649293,26954,85,2021-10-22 22:23:57
1649294,26533,85,2021-10-22 22:26:28
1649295,26986,85,2021-10-22 22:26:28
1649296,26905,85,2021-10-22 22:26:28
1649297,26479,85,2021-10-22 22:26:28
1649298,26663,85,2021-10-22 22:26:28
1649299,26941,85,2021-10-22 22:26:28
1649300,26945,85,2021-10-22 22:26:28
1649301,26838,85,2021-10-22 22:26:28
1649302,26961,85,2021-10-22 22:26:28
1649303,26951,85,2021-10-22 22:26:28
1649304,26860,85,2021-10-22 22:26:28
1649305,26943,85,2021-10-22 22:26:28
1649306,26953,85,2021-10-22 22:26:28
1649307,26478,85,2021-10-22 22:26:28
1649308,26939,85,2021-10-22 22:26:28
1649309,26940,85,2021-10-22 22:26:28
1649310,26952,85,2021-10-22 22:27:34
1649311,26947,85,2021-10-22 22:27:34
1649312,26964,85,2021-10-22 22:27:34
1649313,26931,85,2021-10-22 22:27:34
1649314,26930,85,2021-10-22 22:27:34
1649315,26932,85,2021-10-22 22:27:34
1649316,26804,85,2021-10-22 22:27:34
1649317,26935,85,2021-10-22 22:27:34
1649318,26933,85,2021-10-22 22:27:34
1649319,26829,85,2021-10-22 22:27:34
1649320,26929,85,2021-10-22 22:27:34
1649321,26831,85,2021-10-22 22:27:34
1649322,26817,85,2021-10-22 22:27:34
1649336,26934,85,2021-10-22 22:28:46
1649337,26880,85,2021-10-22 22:28:46
1649338,26827,85,2021-10-22 22:28:46
1649339,26697,85,2021-10-22 22:28:46
1649340,26924,85,2021-10-22 22:28:46
1649341,26758,85,2021-10-22 22:28:46
1649342,26926,85,2021-10-22 22:28:46
1649343,26920,85,2021-10-22 22:28:46
1649344,26936,85,2021-10-22 22:28:46
1649345,26909,85,2021-10-22 22:28:46
1649346,26925,85,2021-10-22 22:28:46
1649347,26915,85,2021-10-22 22:28:46
1649348,26822,18848,2021-10-22 22:35:35
1649349,26792,18848,2021-10-22 22:35:35
1649350,26808,18848,2021-10-22 22:35:35
1649351,43,18848,2021-10-22 22:35:35
1649352,66,18848,2021-10-22 22:35:35
1649353,26764,18874,2021-10-22 22:42:16
1649354,27014,18874,2021-10-22 22:44:03
1649355,27019,18874,2021-10-22 22:44:03
1649356,27010,18874,2021-10-22 22:44:03
1649357,27013,18874,2021-10-22 22:44:03
1649358,81,18874,2021-10-22 22:44:03
1649359,27005,18874,2021-10-22 22:44:03
1649360,27021,18874,2021-10-22 22:44:03
1649361,27028,18874,2021-10-22 22:44:03
1649362,26983,18874,2021-10-22 22:44:03
1649363,27,18874,2021-10-22 22:44:03
1649364,27015,18874,2021-10-22 22:44:03
1649365,27029,18874,2021-10-22 22:44:03
1649366,27004,18874,2021-10-22 22:44:03
1649367,26971,18874,2021-10-22 22:44:03
1649368,70,18874,2021-10-22 22:44:03
1649369,27006,18874,2021-10-22 22:44:03
1649370,26972,18874,2021-10-22 22:44:03
1649371,27009,18874,2021-10-22 22:44:03
1649372,27002,18874,2021-10-22 22:44:03
1649373,26950,18874,2021-10-22 22:44:03
1649374,27020,18874,2021-10-22 22:44:03
1649375,27011,18874,2021-10-22 22:44:03
1649404,26796,18886,2021-10-22 23:01:21
1649405,26809,18886,2021-10-22 23:01:21
1649406,34,18886,2021-10-22 23:01:21
1649407,13,18886,2021-10-22 23:01:21
1649408,26692,18886,2021-10-22 23:01:21
1649409,26779,18886,2021-10-22 23:01:21
1649410,26807,18886,2021-10-22 23:01:21
1649411,35,18886,2021-10-22 23:01:21
1649412,70,18886,2021-10-22 23:01:21
1649413,26665,18886,2021-10-22 23:01:21
1649414,26666,18886,2021-10-22 23:01:21
1649415,26798,18886,2021-10-22 23:01:21
1649417,26947,18958,2021-10-22 23:15:54
1649418,26926,18958,2021-10-22 23:15:54
1649419,26930,18958,2021-10-22 23:15:54
1649420,26955,18958,2021-10-22 23:15:54
1649421,26893,18958,2021-10-22 23:15:54
1649422,26938,18958,2021-10-22 23:15:54
1649423,26936,18958,2021-10-22 23:15:54
1649424,26880,18958,2021-10-22 23:15:54
1649425,26932,18958,2021-10-22 23:15:54
1649426,26933,18958,2021-10-22 23:15:54
1649427,26934,18958,2021-10-22 23:15:54
1649428,26908,18958,2021-10-22 23:15:54
1649429,26963,18958,2021-10-22 23:15:54
1649430,26924,18958,2021-10-22 23:15:54
1649431,26967,18958,2021-10-22 23:15:54
1649433,0,18970,2021-10-22 23:21:27
1649434,27031,18970,2021-10-22 23:21:35
1649465,26971,18701,2021-10-23 00:07:50
1649470,26900,18898,2021-10-23 00:11:12
1649471,27000,11159,2021-10-23 00:19:56
1649472,26972,11159,2021-10-23 00:19:56
1649473,27001,11159,2021-10-23 00:19:56
1649474,27002,11159,2021-10-23 00:19:56
1649475,26983,11159,2021-10-23 00:19:56
1649476,26987,11159,2021-10-23 00:19:56
1649477,26990,11159,2021-10-23 00:19:56
1649478,26992,11159,2021-10-23 00:19:56
1649479,26975,11159,2021-10-23 00:19:56
1649480,26985,11159,2021-10-23 00:19:56
1649481,26974,11159,2021-10-23 00:19:56
1649482,26982,11159,2021-10-23 00:19:56
1649483,27005,11159,2021-10-23 00:19:56
1649484,26970,11159,2021-10-23 00:19:56
1649485,26965,11159,2021-10-23 00:19:56
1649488,27011,18898,2021-10-23 00:57:06
1649489,26972,18898,2021-10-23 01:04:49
1649490,0,18971,2021-10-23 01:10:53
1649491,26982,18971,2021-10-23 01:11:12
1649494,26589,18528,2021-10-23 01:29:48
1649496,27029,18971,2021-10-23 01:59:05
1649497,26933,14369,2021-10-23 02:13:56
1649498,26936,14369,2021-10-23 02:13:56
1649499,26913,14369,2021-10-23 02:13:56
1649500,26912,14369,2021-10-23 02:13:56
1649501,27,14369,2021-10-23 02:13:56
1649502,26938,14369,2021-10-23 02:13:56
1649503,26995,4793,2021-10-23 02:18:09
1649504,27005,4793,2021-10-23 02:18:09
1649505,26970,4793,2021-10-23 02:18:09
1649506,27002,4793,2021-10-23 02:18:09
1649507,26900,4793,2021-10-23 02:18:09
1649508,26961,4793,2021-10-23 02:18:09
1649509,26964,4793,2021-10-23 02:18:09
1649510,26979,4793,2021-10-23 02:18:09
1649511,26966,4793,2021-10-23 02:18:09
1649512,26982,4793,2021-10-23 02:18:09
1649513,26972,4793,2021-10-23 02:18:09
1649514,26909,4793,2021-10-23 02:18:09
1649515,26965,4793,2021-10-23 02:18:09
1649516,26987,4793,2021-10-23 02:18:09
1649517,26975,4793,2021-10-23 02:18:09
1649518,26893,4793,2021-10-23 02:18:09
1649522,26974,18304,2021-10-23 02:24:00
1649523,26970,18304,2021-10-23 02:24:00
1649524,26947,18304,2021-10-23 02:24:00
1649525,27004,18304,2021-10-23 02:24:00
1649526,26862,18304,2021-10-23 02:24:00
1649527,26580,18304,2021-10-23 02:24:00
1649528,26898,18304,2021-10-23 02:24:00
1649529,26818,18689,2021-10-23 02:26:12
1649530,26804,18689,2021-10-23 02:26:12
1649531,26824,18689,2021-10-23 02:26:12
1649532,26806,18689,2021-10-23 02:26:12
1649533,32,18689,2021-10-23 02:26:12
1649534,26815,18689,2021-10-23 02:26:12
1649535,26805,18689,2021-10-23 02:26:12
1649536,26686,18689,2021-10-23 02:26:12
1649537,26797,18689,2021-10-23 02:26:12
1649538,58,18689,2021-10-23 02:26:12
1649539,26809,18689,2021-10-23 02:26:12
1649540,26724,18689,2021-10-23 02:26:12
1649541,27011,18689,2021-10-23 02:27:17
1649542,27023,18689,2021-10-23 02:27:17
1649543,27000,18966,2021-10-23 02:36:19
1649544,26467,14602,2021-10-23 02:36:30
1649545,26720,14602,2021-10-23 02:36:30
1649546,26477,14602,2021-10-23 02:36:30
1649547,26457,14602,2021-10-23 02:36:30
1649548,26470,14602,2021-10-23 02:36:30
1649549,26863,8131,2021-10-23 02:44:33
1649550,26848,8131,2021-10-23 02:44:33
1649551,26595,14472,2021-10-23 02:46:29
1649552,26596,14472,2021-10-23 02:46:29
1649553,26593,14472,2021-10-23 02:46:29
1649554,27021,8131,2021-10-23 02:47:31
1649555,26950,8131,2021-10-23 02:47:31
1649556,27029,8131,2021-10-23 02:47:31
1649557,26982,8131,2021-10-23 02:47:31
1649558,26983,8131,2021-10-23 02:47:31
1649559,27009,8131,2021-10-23 02:47:31
1649560,27031,8131,2021-10-23 02:47:31
1649561,27006,8131,2021-10-23 02:47:31
1649562,27020,8131,2021-10-23 02:47:31
1649563,27014,8131,2021-10-23 02:47:31
1649564,27022,8131,2021-10-23 02:47:31
1649565,26971,8131,2021-10-23 02:47:31
1649566,27004,8131,2021-10-23 02:47:31
1649567,27012,8131,2021-10-23 02:47:31
1649568,27005,8131,2021-10-23 02:47:31
1649569,27019,8131,2021-10-23 02:47:31
1649570,27027,8131,2021-10-23 02:47:31
1649571,27013,8131,2021-10-23 02:47:31
1649572,27011,8131,2021-10-23 02:47:31
1649576,27002,8131,2021-10-23 02:49:03
1649577,27028,8131,2021-10-23 02:49:03
1649578,27030,8131,2021-10-23 02:49:03
1649579,26974,8131,2021-10-23 02:49:03
1649580,26985,8131,2021-10-23 02:49:03
1649581,26991,8131,2021-10-23 02:49:03
1649582,26965,8131,2021-10-23 02:49:03
1649583,26995,8131,2021-10-23 02:49:03
1649584,26981,8131,2021-10-23 02:49:03
1649585,26900,8131,2021-10-23 02:49:03
1649586,26987,8131,2021-10-23 02:49:03
1649587,26972,8131,2021-10-23 02:49:03
1649588,26975,8131,2021-10-23 02:49:03
1649589,26993,8131,2021-10-23 02:49:03
1649590,27001,8131,2021-10-23 02:49:03
1649591,26465,8131,2021-10-23 02:49:03
1649592,26992,8131,2021-10-23 02:49:03
1649593,26970,8131,2021-10-23 02:49:03
1649594,26976,8131,2021-10-23 02:49:03
1649595,26997,8131,2021-10-23 02:50:20
1649596,27010,8131,2021-10-23 02:50:20
1649597,26990,8131,2021-10-23 02:50:20
1649598,26986,8131,2021-10-23 02:50:20
1649599,26949,8131,2021-10-23 02:50:20
1649600,26959,8131,2021-10-23 02:50:20
1649601,26958,8131,2021-10-23 02:50:20
1649602,26973,8131,2021-10-23 02:50:20
1649603,26956,8131,2021-10-23 02:50:20
1649604,26948,8131,2021-10-23 02:50:20
1649605,26955,8131,2021-10-23 02:50:20
1649606,26947,8131,2021-10-23 02:50:20
1649607,26952,8131,2021-10-23 02:50:20
1649608,26967,8131,2021-10-23 02:50:20
1649609,26964,8131,2021-10-23 02:50:20
1649610,27015,8131,2021-10-23 02:50:20
1649611,26953,8131,2021-10-23 02:50:20
1649612,26916,8131,2021-10-23 02:50:20
1649613,26898,8131,2021-10-23 02:50:20
1649614,26905,8131,2021-10-23 02:51:52
1649615,26969,8131,2021-10-23 02:51:52
1649616,26942,8131,2021-10-23 02:51:52
1649617,26930,8131,2021-10-23 02:51:52
1649618,26941,8131,2021-10-23 02:51:52
1649619,26931,8131,2021-10-23 02:51:52
1649620,26932,8131,2021-10-23 02:51:52
1649621,26938,8131,2021-10-23 02:51:52
1649622,26934,8131,2021-10-23 02:51:52
1649623,26935,8131,2021-10-23 02:51:52
1649624,26961,8131,2021-10-23 02:51:52
1649625,26957,8131,2021-10-23 02:51:52
1649626,26939,8131,2021-10-23 02:51:52
1649628,26943,8131,2021-10-23 02:53:40
1649629,26945,8131,2021-10-23 02:53:40
1649630,26925,8131,2021-10-23 02:53:40
1649631,26913,8131,2021-10-23 02:53:40
1649632,26908,8131,2021-10-23 02:53:40
1649633,26940,8131,2021-10-23 02:53:40
1649634,26909,8131,2021-10-23 02:53:40
1649635,26911,8131,2021-10-23 02:53:40
1649636,26910,8131,2021-10-23 02:53:40
1649637,26954,8131,2021-10-23 02:53:40
1649638,26928,8131,2021-10-23 02:53:40
1649639,26933,8131,2021-10-23 02:53:40
1649640,26907,8131,2021-10-23 02:54:12
1649641,26915,8131,2021-10-23 02:54:12
1649642,26920,8131,2021-10-23 02:54:12
1649643,26893,8131,2021-10-23 02:54:12
1649644,26902,8131,2021-10-23 02:54:12
1649645,26875,8131,2021-10-23 02:54:12
1649646,26788,8131,2021-10-23 02:54:12
1649647,26864,8131,2021-10-23 02:54:12
1649648,26906,8131,2021-10-23 02:54:12
1649649,26890,8131,2021-10-23 02:54:12
1649650,26901,8131,2021-10-23 02:54:12
1649651,26954,18752,2021-10-23 02:58:00
1649652,26713,14602,2021-10-23 02:59:05
1649653,26711,14602,2021-10-23 02:59:05
1649654,26696,14602,2021-10-23 02:59:05
1649655,26710,14602,2021-10-23 02:59:05
